neighbourhood_group,room_type,minimum_nights,price
Manhattan,Private room,30,73.0
Manhattan,Entire home/apt,30,85.0
Brooklyn,Private room,30,235.0
Manhattan,Private room,30,94.0
Manhattan,Entire home/apt,31,516.0
Manhattan,Private room,30,78.0
Manhattan,Entire home/apt,30,94.0
Manhattan,Entire home/apt,30,94.0
Manhattan,Entire home/apt,30,104.0
Manhattan,Entire home/apt,30,301.0
Queens,Private room,30,50.0
Brooklyn,Entire home/apt,30,180.0
Manhattan,Entire home/apt,2,138.0
Manhattan,Entire home/apt,31,389.0
Queens,Entire home/apt,30,189.0
Brooklyn,Entire home/apt,30,64.0
Manhattan,Entire home/apt,31,50.0
Manhattan,Private room,90,103.0
Manhattan,Entire home/apt,30,266.0
Manhattan,Entire home/apt,238,171.0
Brooklyn,Entire home/apt,30,413.0
Brooklyn,Entire home/apt,30,282.0
Brooklyn,Entire home/apt,30,115.0
Queens,Entire home/apt,30,178.0
Brooklyn,Private room,30,137.0
Brooklyn,Entire home/apt,30,170.0
Queens,Private room,30,100.0
Queens,Entire home/apt,30,150.0
Brooklyn,Entire home/apt,30,120.0
Manhattan,Entire home/apt,30,115.0
Manhattan,Entire home/apt,30,404.0
Manhattan,Entire home/apt,30,266.0
Brooklyn,Entire home/apt,30,120.0
Bronx,Entire home/apt,30,95.0
Queens,Entire home/apt,90,118.0
Manhattan,Entire home/apt,30,599.0
Manhattan,Private room,30,67.0
Manhattan,Private room,30,130.0
Manhattan,Entire home/apt,30,100.0
Manhattan,Entire home/apt,30,301.0
Manhattan,Entire home/apt,30,200.0
Manhattan,Entire home/apt,90,250.0
Staten Island,Private room,30,126.0
Queens,Private room,31,118.0
Manhattan,Private room,2,106.0
Manhattan,Private room,30,73.0
Manhattan,Private room,30,65.0
Manhattan,Private room,30,67.0
Brooklyn,Entire home/apt,30,94.0
Manhattan,Private room,1,148.0
Manhattan,Entire home/apt,30,84.0
Manhattan,Entire home/apt,30,210.0
Manhattan,Entire home/apt,30,84.0
Brooklyn,Private room,2,120.0
Brooklyn,Private room,30,52.0
Brooklyn,Private room,1,103.0
Brooklyn,Entire home/apt,30,158.0
Queens,Private room,30,121.0
Brooklyn,Entire home/apt,30,108.0
Manhattan,Private room,30,108.0
Queens,Private room,30,216.0
Manhattan,Entire home/apt,30,180.0
Manhattan,Private room,30,68.0
Brooklyn,Entire home/apt,30,152.0
Brooklyn,Private room,30,52.0
Brooklyn,Private room,30,51.0
Manhattan,Private room,30,199.0
Brooklyn,Entire home/apt,3,171.0
Staten Island,Entire home/apt,30,180.0
Manhattan,Entire home/apt,30,799.0
Brooklyn,Entire home/apt,30,105.0
Bronx,Entire home/apt,30,68.0
Brooklyn,Entire home/apt,30,135.0
Manhattan,Entire home/apt,30,295.0
Queens,Entire home/apt,30,110.0
Queens,Entire home/apt,1,114.0
Brooklyn,Private room,30,100.0
Brooklyn,Entire home/apt,30,199.0
Brooklyn,Private room,3,110.0
Brooklyn,Entire home/apt,30,105.0
Brooklyn,Entire home/apt,30,100.0
Queens,Private room,1,150.0
Manhattan,Private room,30,67.0
Bronx,Private room,30,54.0
Brooklyn,Private room,30,56.0
Manhattan,Entire home/apt,30,206.0
Manhattan,Entire home/apt,31,429.0
Manhattan,Entire home/apt,30,1000.0
Brooklyn,Private room,2,80.0
Manhattan,Private room,30,200.0
Manhattan,Entire home/apt,30,342.0
Manhattan,Entire home/apt,30,122.0
Manhattan,Entire home/apt,30,119.0
Brooklyn,Private room,30,71.0
Brooklyn,Entire home/apt,30,170.0
Manhattan,Entire home/apt,31,283.0
Manhattan,Entire home/apt,31,340.0
Staten Island,Entire home/apt,30,125.0
Manhattan,Entire home/apt,30,191.0
Brooklyn,Private room,30,69.0
Manhattan,Entire home/apt,30,191.0
Manhattan,Entire home/apt,30,229.0
Staten Island,Private room,30,58.0
Queens,Entire home/apt,30,149.0
Manhattan,Private room,273,50.0
Brooklyn,Entire home/apt,30,100.0
Manhattan,Entire home/apt,15,115.0
Manhattan,Entire home/apt,15,150.0
Manhattan,Entire home/apt,15,119.0
Manhattan,Entire home/apt,15,115.0
Manhattan,Entire home/apt,15,135.0
Manhattan,Entire home/apt,15,145.0
Manhattan,Entire home/apt,15,140.0
Manhattan,Entire home/apt,15,134.0
Manhattan,Entire home/apt,15,124.0
Manhattan,Entire home/apt,15,171.0
Manhattan,Entire home/apt,15,140.0
Manhattan,Entire home/apt,15,181.0
Manhattan,Entire home/apt,15,177.0
Manhattan,Entire home/apt,15,145.0
Manhattan,Entire home/apt,19,183.0
Manhattan,Private room,15,139.0
Manhattan,Entire home/apt,15,150.0
Manhattan,Entire home/apt,15,125.0
Manhattan,Entire home/apt,15,140.0
Manhattan,Entire home/apt,15,160.0
Brooklyn,Entire home/apt,30,135.0
Manhattan,Private room,30,250.0
Brooklyn,Private room,30,81.0
Manhattan,Entire home/apt,31,366.0
Manhattan,Entire home/apt,30,90.0
Manhattan,Private room,30,67.0
Queens,Entire home/apt,2,354.0
Manhattan,Entire home/apt,30,198.0
Queens,Entire home/apt,30,315.0
Bronx,Entire home/apt,30,66.0
Manhattan,Entire home/apt,30,225.0
Manhattan,Entire home/apt,30,314.0
Manhattan,Entire home/apt,30,269.0
Manhattan,Entire home/apt,30,220.0
Brooklyn,Entire home/apt,30,100.0
Staten Island,Private room,30,89.0
Manhattan,Private room,30,113.0
Queens,Private room,30,76.0
Brooklyn,Entire home/apt,30,666.0
Brooklyn,Entire home/apt,30,823.0
Brooklyn,Entire home/apt,30,145.0
Manhattan,Entire home/apt,30,225.0
Brooklyn,Entire home/apt,2,210.0
Manhattan,Entire home/apt,1,140.0
Manhattan,Entire home/apt,2,167.0
Manhattan,Entire home/apt,30,139.0
Manhattan,Entire home/apt,1,195.0
Manhattan,Entire home/apt,30,475.0
Brooklyn,Entire home/apt,30,142.0
Queens,Private room,30,175.0
Manhattan,Entire home/apt,30,246.0
Brooklyn,Entire home/apt,30,105.0
Queens,Entire home/apt,30,165.0
Manhattan,Entire home/apt,30,157.0
Manhattan,Private room,30,225.0
Brooklyn,Entire home/apt,30,88.0
Bronx,Private room,30,60.0
Queens,Entire home/apt,30,118.0
Staten Island,Entire home/apt,30,199.0
Brooklyn,Entire home/apt,30,171.0
Queens,Entire home/apt,30,88.0
Brooklyn,Private room,30,60.0
Manhattan,Entire home/apt,30,89.0
Brooklyn,Entire home/apt,30,100.0
Brooklyn,Entire home/apt,30,300.0
Brooklyn,Private room,30,52.0
Brooklyn,Private room,30,52.0
Brooklyn,Private room,30,52.0
Brooklyn,Private room,30,52.0
Brooklyn,Private room,30,53.0
Brooklyn,Private room,30,51.0
Brooklyn,Private room,30,52.0
Manhattan,Entire home/apt,30,350.0
Manhattan,Entire home/apt,15,157.0
Manhattan,Entire home/apt,15,150.0
Manhattan,Private room,15,136.0
Manhattan,Entire home/apt,30,135.0
Manhattan,Entire home/apt,15,150.0
Manhattan,Private room,30,110.0
Manhattan,Private room,15,157.0
Manhattan,Entire home/apt,15,160.0
Queens,Private room,30,70.0
Brooklyn,Entire home/apt,30,122.0
Brooklyn,Entire home/apt,30,271.0
Manhattan,Entire home/apt,7,155.0
Queens,Private room,1,125.0
Brooklyn,Private room,30,71.0
Queens,Entire home/apt,30,119.0
Brooklyn,Entire home/apt,30,95.0
Manhattan,Entire home/apt,30,155.0
Brooklyn,Private room,30,111.0
Brooklyn,Entire home/apt,30,64.0
Brooklyn,Entire home/apt,30,566.0
Manhattan,Entire home/apt,30,500.0
Brooklyn,Private room,30,62.0
Queens,Private room,30,50.0
Manhattan,Entire home/apt,30,375.0
Queens,Private room,30,60.0
Bronx,Private room,30,72.0
Brooklyn,Entire home/apt,3,465.0
Brooklyn,Entire home/apt,30,195.0
Manhattan,Private room,1,154.0
Queens,Private room,30,77.0
Bronx,Private room,30,99.0
Queens,Private room,30,50.0
Queens,Entire home/apt,1,93.0
Queens,Private room,2,199.0
Brooklyn,Entire home/apt,30,110.0
Manhattan,Entire home/apt,31,534.0
Manhattan,Entire home/apt,1,151.0
Brooklyn,Entire home/apt,30,354.0
Queens,Entire home/apt,30,242.0
Manhattan,Entire home/apt,30,330.0
Brooklyn,Entire home/apt,30,73.0
Queens,Private room,30,56.0
Manhattan,Private room,30,130.0
Queens,Entire home/apt,30,782.0
Brooklyn,Private room,30,75.0
Brooklyn,Private room,30,50.0
Manhattan,Entire home/apt,30,167.0
Brooklyn,Private room,30,52.0
Manhattan,Private room,30,150.0
Manhattan,Entire home/apt,30,248.0
Manhattan,Entire home/apt,30,160.0
Brooklyn,Entire home/apt,30,492.0
Manhattan,Entire home/apt,30,162.0
Brooklyn,Entire home/apt,30,102.0
Brooklyn,Private room,2,188.0
Manhattan,Entire home/apt,30,175.0
Manhattan,Private room,30,96.0
Manhattan,Private room,30,90.0
Manhattan,Entire home/apt,30,195.0
Manhattan,Entire home/apt,30,220.0
Manhattan,Entire home/apt,30,200.0
Manhattan,Entire home/apt,30,200.0
Manhattan,Entire home/apt,30,156.0
Manhattan,Private room,30,83.0
Brooklyn,Entire home/apt,30,80.0
Brooklyn,Entire home/apt,30,131.0
Manhattan,Entire home/apt,15,150.0
Brooklyn,Private room,30,144.0
Brooklyn,Entire home/apt,90,98.0
Manhattan,Entire home/apt,2,377.0
Manhattan,Entire home/apt,30,96.0
Bronx,Entire home/apt,30,110.0
Manhattan,Entire home/apt,30,147.0
Manhattan,Entire home/apt,30,273.0
Manhattan,Entire home/apt,30,323.0
Manhattan,Entire home/apt,30,196.0
Manhattan,Entire home/apt,30,199.0
Brooklyn,Entire home/apt,30,342.0
Queens,Entire home/apt,30,170.0
Manhattan,Entire home/apt,30,250.0
Brooklyn,Entire home/apt,2,323.0
Manhattan,Entire home/apt,30,125.0
Manhattan,Entire home/apt,30,268.0
Brooklyn,Private room,1,119.0
Manhattan,Entire home/apt,1,192.0
Brooklyn,Private room,30,146.0
Brooklyn,Private room,30,75.0
Manhattan,Entire home/apt,30,120.0
Brooklyn,Entire home/apt,30,122.0
Manhattan,Entire home/apt,30,133.0
Brooklyn,Entire home/apt,30,115.0
Manhattan,Entire home/apt,30,185.0
Brooklyn,Entire home/apt,30,101.0
Manhattan,Entire home/apt,1,155.0
Brooklyn,Private room,30,150.0
Brooklyn,Entire home/apt,30,152.0
Manhattan,Entire home/apt,30,97.0
Manhattan,Entire home/apt,30,250.0
Manhattan,Entire home/apt,30,196.0
Manhattan,Entire home/apt,1,163.0
Brooklyn,Entire home/apt,30,87.0
Manhattan,Private room,30,83.0
Manhattan,Entire home/apt,1,229.0
Queens,Private room,30,51.0
Brooklyn,Entire home/apt,30,95.0
Manhattan,Entire home/apt,1,168.0
Manhattan,Entire home/apt,1,246.0
Bronx,Private room,30,102.0
Bronx,Entire home/apt,2,237.0
Manhattan,Entire home/apt,1,201.0
Manhattan,Entire home/apt,1,234.0
Manhattan,Entire home/apt,1,235.0
Manhattan,Entire home/apt,30,63.0
Manhattan,Entire home/apt,30,99.0
Manhattan,Entire home/apt,30,130.0
Manhattan,Entire home/apt,30,150.0
Queens,Entire home/apt,30,149.0
Brooklyn,Entire home/apt,30,375.0
Manhattan,Entire home/apt,30,116.0
Brooklyn,Private room,30,80.0
Bronx,Entire home/apt,30,79.0
Brooklyn,Private room,30,108.0
Manhattan,Entire home/apt,30,100.0
Manhattan,Entire home/apt,1,205.0
Manhattan,Entire home/apt,30,192.0
Manhattan,Entire home/apt,30,97.0
Brooklyn,Entire home/apt,30,376.0
Brooklyn,Private room,30,112.0
Queens,Entire home/apt,30,95.0
Manhattan,Private room,60,133.0
Brooklyn,Entire home/apt,30,142.0
Manhattan,Entire home/apt,35,138.0
Brooklyn,Private room,4,110.0
Manhattan,Entire home/apt,30,265.0
Queens,Private room,30,76.0
Bronx,Entire home/apt,30,100.0
Manhattan,Entire home/apt,30,100.0
Queens,Entire home/apt,30,438.0
Brooklyn,Private room,30,66.0
Manhattan,Entire home/apt,30,159.0
Queens,Entire home/apt,45,115.0
Bronx,Private room,30,65.0
Brooklyn,Entire home/apt,30,159.0
Queens,Entire home/apt,30,69.0
Manhattan,Entire home/apt,360,280.0
Manhattan,Entire home/apt,15,220.0
Brooklyn,Entire home/apt,30,759.0
Manhattan,Entire home/apt,15,190.0
Manhattan,Entire home/apt,30,300.0
Brooklyn,Private room,30,66.0
Manhattan,Entire home/apt,1,194.0
Brooklyn,Private room,30,66.0
Manhattan,Entire home/apt,30,482.0
Brooklyn,Entire home/apt,60,315.0
Brooklyn,Entire home/apt,30,139.0
Manhattan,Private room,30,80.0
Brooklyn,Private room,3,102.0
Manhattan,Entire home/apt,30,308.0
Queens,Private room,30,60.0
Manhattan,Entire home/apt,30,250.0
Manhattan,Private room,30,92.0
Queens,Entire home/apt,30,202.0
Manhattan,Entire home/apt,30,200.0
Brooklyn,Entire home/apt,30,225.0
Manhattan,Entire home/apt,30,100.0
Manhattan,Private room,1,173.0
Brooklyn,Entire home/apt,30,611.0
Manhattan,Entire home/apt,31,265.0
Manhattan,Entire home/apt,31,319.0
Manhattan,Entire home/apt,31,317.0
Queens,Private room,30,100.0
Brooklyn,Private room,30,97.0
Queens,Private room,30,300.0
Queens,Entire home/apt,30,155.0
Brooklyn,Entire home/apt,30,165.0
Manhattan,Entire home/apt,30,206.0
Staten Island,Entire home/apt,30,144.0
Bronx,Entire home/apt,30,95.0
Manhattan,Entire home/apt,30,199.0
Queens,Entire home/apt,30,88.0
Staten Island,Entire home/apt,30,141.0
Staten Island,Private room,30,75.0
Manhattan,Entire home/apt,31,380.0
Manhattan,Entire home/apt,31,535.0
Manhattan,Entire home/apt,31,333.0
Bronx,Private room,30,60.0
Manhattan,Entire home/apt,30,750.0
Manhattan,Entire home/apt,1,192.0
Bronx,Entire home/apt,7,109.0
Staten Island,Entire home/apt,30,240.0
Manhattan,Entire home/apt,30,243.0
Manhattan,Entire home/apt,30,411.0
Manhattan,Entire home/apt,30,250.0
Manhattan,Private room,30,100.0
Manhattan,Entire home/apt,1,136.0
Manhattan,Entire home/apt,15,160.0
Manhattan,Private room,30,119.0
Queens,Private room,30,54.0
Manhattan,Entire home/apt,30,130.0
Manhattan,Entire home/apt,31,392.0
Brooklyn,Private room,30,54.0
Brooklyn,Entire home/apt,30,141.0
Manhattan,Entire home/apt,30,361.0
Manhattan,Entire home/apt,30,377.0
Manhattan,Entire home/apt,30,361.0
Manhattan,Entire home/apt,30,120.0
Brooklyn,Private room,30,165.0
Manhattan,Entire home/apt,30,103.0
Manhattan,Entire home/apt,30,100.0
Manhattan,Entire home/apt,30,711.0
Manhattan,Entire home/apt,30,105.0
Manhattan,Entire home/apt,30,99.0
Manhattan,Private room,365,150.0
Brooklyn,Entire home/apt,30,158.0
Manhattan,Entire home/apt,30,313.0
Manhattan,Entire home/apt,30,329.0
Manhattan,Entire home/apt,60,64.0
Manhattan,Entire home/apt,30,125.0
Manhattan,Entire home/apt,30,146.0
Manhattan,Entire home/apt,30,179.0
Staten Island,Entire home/apt,30,65.0
Queens,Entire home/apt,30,62.0
Brooklyn,Entire home/apt,30,130.0
Manhattan,Entire home/apt,30,139.0
Brooklyn,Private room,2,210.0
Brooklyn,Private room,1,125.0
Manhattan,Private room,1,202.0
Manhattan,Entire home/apt,30,283.0
Manhattan,Entire home/apt,30,294.0
Manhattan,Entire home/apt,30,289.0
Manhattan,Entire home/apt,30,310.0
Manhattan,Entire home/apt,30,163.0
Manhattan,Entire home/apt,30,316.0
Manhattan,Entire home/apt,30,338.0
Manhattan,Private room,360,60.0
Brooklyn,Entire home/apt,30,325.0
Manhattan,Entire home/apt,60,155.0
Brooklyn,Entire home/apt,90,174.0
Manhattan,Entire home/apt,31,484.0
Manhattan,Entire home/apt,30,95.0
Bronx,Entire home/apt,30,257.0
Brooklyn,Entire home/apt,30,95.0
Queens,Entire home/apt,30,100.0
Manhattan,Entire home/apt,31,394.0
Brooklyn,Entire home/apt,3,122.0
Manhattan,Entire home/apt,30,179.0
Manhattan,Entire home/apt,30,100.0
Manhattan,Entire home/apt,31,288.0
Queens,Entire home/apt,30,131.0
Manhattan,Entire home/apt,30,350.0
Queens,Entire home/apt,30,138.0
Manhattan,Entire home/apt,30,281.0
Brooklyn,Private room,30,75.0
Brooklyn,Entire home/apt,30,121.0
Brooklyn,Entire home/apt,30,92.0
Brooklyn,Entire home/apt,30,115.0
Queens,Private room,30,115.0
Queens,Entire home/apt,30,137.0
Brooklyn,Private room,30,62.0
Bronx,Private room,30,95.0
Manhattan,Entire home/apt,30,145.0
Queens,Private room,1,89.0
Manhattan,Entire home/apt,60,110.0
Manhattan,Entire home/apt,30,150.0
Brooklyn,Entire home/apt,30,75.0
Brooklyn,Entire home/apt,30,125.0
Brooklyn,Private room,30,168.0
Manhattan,Entire home/apt,30,122.0
Brooklyn,Entire home/apt,30,160.0
Brooklyn,Entire home/apt,30,105.0
Staten Island,Entire home/apt,30,289.0
Manhattan,Entire home/apt,30,157.0
Brooklyn,Entire home/apt,30,314.0
Manhattan,Entire home/apt,30,299.0
Brooklyn,Private room,3,87.0
Manhattan,Entire home/apt,30,150.0
Brooklyn,Private room,30,150.0
Manhattan,Entire home/apt,30,110.0
Manhattan,Entire home/apt,30,105.0
Queens,Private room,30,89.0
Brooklyn,Entire home/apt,1,125.0
Manhattan,Entire home/apt,30,85.0
Manhattan,Entire home/apt,30,150.0
Manhattan,Entire home/apt,30,169.0
Manhattan,Entire home/apt,30,125.0
Queens,Private room,30,62.0
Queens,Private room,30,53.0
Queens,Entire home/apt,30,92.0
Brooklyn,Entire home/apt,3,194.0
Manhattan,Entire home/apt,30,218.0
Brooklyn,Entire home/apt,2,209.0
Brooklyn,Private room,30,121.0
Brooklyn,Entire home/apt,30,170.0
Manhattan,Private room,30,114.0
Manhattan,Entire home/apt,30,208.0
Manhattan,Entire home/apt,30,311.0
Manhattan,Entire home/apt,60,148.0
Manhattan,Entire home/apt,1,221.0
Manhattan,Entire home/apt,1,419.0
Manhattan,Entire home/apt,30,202.0
Manhattan,Entire home/apt,30,181.0
Manhattan,Entire home/apt,30,152.0
Manhattan,Entire home/apt,30,168.0
Brooklyn,Private room,30,58.0
Manhattan,Entire home/apt,15,121.0
Brooklyn,Entire home/apt,30,425.0
Manhattan,Entire home/apt,15,160.0
Manhattan,Entire home/apt,1,405.0
Manhattan,Entire home/apt,15,185.0
Manhattan,Entire home/apt,29,494.0
Manhattan,Entire home/apt,30,1000.0
Brooklyn,Private room,30,189.0
Queens,Entire home/apt,30,299.0
Manhattan,Entire home/apt,30,85.0
Manhattan,Entire home/apt,30,149.0
Queens,Entire home/apt,30,145.0
Brooklyn,Entire home/apt,30,270.0
Manhattan,Entire home/apt,4,255.0
Manhattan,Entire home/apt,15,150.0
Brooklyn,Entire home/apt,30,126.0
Brooklyn,Private room,30,68.0
Manhattan,Entire home/apt,30,142.0
Manhattan,Entire home/apt,15,165.0
Manhattan,Private room,2,143.0
Queens,Entire home/apt,30,181.0
Brooklyn,Entire home/apt,30,140.0
Brooklyn,Private room,30,64.0
Brooklyn,Private room,30,103.0
Brooklyn,Entire home/apt,30,250.0
Brooklyn,Private room,30,446.0
Queens,Private room,30,50.0
Manhattan,Entire home/apt,30,100.0
Manhattan,Entire home/apt,60,155.0
Brooklyn,Entire home/apt,30,119.0
Brooklyn,Private room,30,65.0
Manhattan,Entire home/apt,30,399.0
Manhattan,Entire home/apt,30,90.0
Manhattan,Entire home/apt,30,355.0
Manhattan,Entire home/apt,30,274.0
Manhattan,Entire home/apt,30,350.0
Manhattan,Entire home/apt,30,322.0
Manhattan,Entire home/apt,30,332.0
Manhattan,Entire home/apt,30,197.0
Manhattan,Entire home/apt,30,195.0
Manhattan,Entire home/apt,30,297.0
Manhattan,Entire home/apt,30,228.0
Manhattan,Entire home/apt,15,150.0
Manhattan,Entire home/apt,30,104.0
Manhattan,Entire home/apt,15,137.0
Manhattan,Entire home/apt,30,125.0
Manhattan,Entire home/apt,15,191.0
Queens,Entire home/apt,30,414.0
Manhattan,Entire home/apt,30,119.0
Brooklyn,Entire home/apt,30,145.0
Brooklyn,Private room,30,62.0
Brooklyn,Private room,30,70.0
Manhattan,Entire home/apt,15,145.0
Manhattan,Entire home/apt,30,100.0
Manhattan,Private room,4,499.0
Manhattan,Entire home/apt,30,303.0
Manhattan,Private room,4,119.0
Manhattan,Entire home/apt,30,154.0
Brooklyn,Entire home/apt,30,177.0
Manhattan,Entire home/apt,30,175.0
Manhattan,Entire home/apt,31,471.0
Manhattan,Entire home/apt,31,391.0
Manhattan,Entire home/apt,31,407.0
Manhattan,Entire home/apt,31,391.0
Manhattan,Entire home/apt,30,155.0
Brooklyn,Private room,30,157.0
Queens,Entire home/apt,30,181.0
Brooklyn,Entire home/apt,30,237.0
Brooklyn,Entire home/apt,30,89.0
Queens,Entire home/apt,30,128.0
Brooklyn,Entire home/apt,30,200.0
Queens,Entire home/apt,30,130.0
Manhattan,Entire home/apt,30,117.0
Brooklyn,Entire home/apt,1,200.0
Manhattan,Entire home/apt,45,120.0
Manhattan,Entire home/apt,30,399.0
Brooklyn,Private room,30,130.0
Queens,Entire home/apt,30,275.0
Brooklyn,Entire home/apt,30,293.0
Queens,Private room,30,64.0
Manhattan,Private room,3,383.0
Brooklyn,Private room,30,159.0
Brooklyn,Entire home/apt,30,130.0
Brooklyn,Private room,3,87.0
Queens,Private room,2,109.0
Manhattan,Entire home/apt,31,369.0
Brooklyn,Private room,2,103.0
Manhattan,Entire home/apt,30,499.0
Manhattan,Entire home/apt,30,273.0
Manhattan,Private room,1,203.0
Manhattan,Entire home/apt,30,220.0
Manhattan,Entire home/apt,31,255.0
Manhattan,Entire home/apt,31,340.0
Manhattan,Entire home/apt,31,325.0
Manhattan,Entire home/apt,31,183.0
Brooklyn,Private room,30,86.0
Manhattan,Entire home/apt,30,150.0
Brooklyn,Private room,30,62.0
Queens,Private room,30,99.0
Brooklyn,Entire home/apt,30,99.0
Brooklyn,Entire home/apt,30,115.0
Brooklyn,Entire home/apt,30,100.0
Bronx,Private room,30,62.0
Manhattan,Private room,3,122.0
Manhattan,Entire home/apt,31,333.0
Manhattan,Entire home/apt,30,130.0
Manhattan,Entire home/apt,30,130.0
Manhattan,Entire home/apt,30,130.0
Manhattan,Entire home/apt,30,130.0
Manhattan,Entire home/apt,30,130.0
Manhattan,Entire home/apt,30,130.0
Queens,Private room,30,59.0
Manhattan,Entire home/apt,30,185.0
Brooklyn,Entire home/apt,30,109.0
Manhattan,Private room,30,75.0
Brooklyn,Private room,30,60.0
Brooklyn,Private room,30,60.0
Brooklyn,Entire home/apt,30,90.0
Brooklyn,Entire home/apt,3,181.0
Brooklyn,Entire home/apt,30,110.0
Manhattan,Private room,30,375.0
Brooklyn,Entire home/apt,30,135.0
Manhattan,Entire home/apt,30,315.0
Manhattan,Entire home/apt,7,155.0
Manhattan,Entire home/apt,30,135.0
Manhattan,Entire home/apt,30,160.0
Brooklyn,Entire home/apt,30,234.0
Staten Island,Private room,2,125.0
Manhattan,Entire home/apt,7,170.0
Bronx,Private room,30,56.0
Brooklyn,Entire home/apt,30,200.0
Brooklyn,Entire home/apt,30,185.0
Manhattan,Entire home/apt,30,200.0
Brooklyn,Private room,30,51.0
Manhattan,Entire home/apt,30,155.0
